"URL","Verdict","Coverage","Indexing State","Last Crawl","Crawled As","Robots.txt","Canonical","Rich Verdict","Rich Issues","Mobile Verdict","Mobile Issues"
"https://shivatechdigital.com","PASS","Submitted and indexed","INDEXING_ALLOWED","2026-08-10T12:17:37Z","MOBILE","ALLOWED","https://shivatechdigital.com","PASS","","VERDICT_UNSPECIFIED",""
"https://shivatechdigital.com/about","PASS","Submitted and indexed","INDEXING_ALLOWED","2026-07-30T19:30:45Z","MOBILE","ALLOWED","https://shivatechdigital.com/about","PASS","","VERDICT_UNSPECIFIED",""
"https://shivatechdigital.com/contact","PASS","Submitted and indexed","INDEXING_ALLOWED","2026-07-23T13:37:29Z","MOBILE","ALLOWED","https://shivatechdigital.com/contact","PASS","","VERDICT_UNSPECIFIED",""
"https://shivatechdigital.com/services","PASS","Submitted and indexed","INDEXING_ALLOWED","2026-07-02T18:56:46Z","MOBILE","ALLOWED","https://shivatechdigital.com/services","PASS","","VERDICT_UNSPECIFIED",""
"https://shivatechdigital.com/privacy-policy","NEUTRAL","Discovered - currently not indexed","INDEXING_STATE_UNSPECIFIED","","CRAWLING_USER_AGENT_UNSPECIFIED","ROBOTS_TXT_STATE_UNSPECIFIED","","N/A","","VERDICT_UNSPECIFIED",""
"https://shivatechdigital.com/terms-of-service","NEUTRAL","Discovered - currently not indexed","INDEXING_STATE_UNSPECIFIED","","CRAWLING_USER_AGENT_UNSPECIFIED","ROBOTS_TXT_STATE_UNSPECIFIED","","N/A","","VERDICT_UNSPECIFIED",""
"https://shivatechdigital.com/services/web-development","NEUTRAL","Discovered - currently not indexed","INDEXING_STATE_UNSPECIFIED","","CRAWLING_USER_AGENT_UNSPECIFIED","ROBOTS_TXT_STATE_UNSPECIFIED","","N/A","","VERDICT_UNSPECIFIED",""
"https://shivatechdigital.com/services/mobile-app-development","NEUTRAL","Discovered - currently not indexed","INDEXING_STATE_UNSPECIFIED","","CRAWLING_USER_AGENT_UNSPECIFIED","ROBOTS_TXT_STATE_UNSPECIFIED","","N/A","","VERDICT_UNSPECIFIED",""
"https://shivatechdigital.com/services/ui-ux-design","PASS","Submitted and indexed","INDEXING_ALLOWED","2026-07-18T08:45:18Z","MOBILE","ALLOWED","https://shivatechdigital.com/services/ui-ux-design","FAIL","Invalid object type for field ""<parent_node>""","VERDICT_UNSPECIFIED",""
"https://shivatechdigital.com/services/ecommerce-development","PASS","Submitted and indexed","INDEXING_ALLOWED","2026-07-08T14:53:21Z","MOBILE","ALLOWED","https://shivatechdigital.com/services/ecommerce-development","FAIL","Invalid object type for field ""<parent_node>""","VERDICT_UNSPECIFIED",""
"https://shivatechdigital.com/services/digital-marketing","NEUTRAL","Discovered - currently not indexed","INDEXING_STATE_UNSPECIFIED","","CRAWLING_USER_AGENT_UNSPECIFIED","ROBOTS_TXT_STATE_UNSPECIFIED","","N/A","","VERDICT_UNSPECIFIED",""
"https://shivatechdigital.com/services/seo-services","PASS","Submitted and indexed","INDEXING_ALLOWED","2026-07-18T01:47:15Z","MOBILE","ALLOWED","https://shivatechdigital.com/services/seo-services","FAIL","Invalid object type for field ""<parent_node>""","VERDICT_UNSPECIFIED",""
"https://shivatechdigital.com/services/social-media-marketing","NEUTRAL","Discovered - currently not indexed","INDEXING_STATE_UNSPECIFIED","","CRAWLING_USER_AGENT_UNSPECIFIED","ROBOTS_TXT_STATE_UNSPECIFIED","","N/A","","VERDICT_UNSPECIFIED",""
"https://shivatechdigital.com/services/content-marketing","PASS","Submitted and indexed","INDEXING_ALLOWED","2026-07-08T20:13:37Z","MOBILE","ALLOWED","https://shivatechdigital.com/services/content-marketing","FAIL","Invalid object type for field ""<parent_node>""","VERDICT_UNSPECIFIED",""
"https://shivatechdigital.com/services/cloud-solutions","NEUTRAL","Discovered - currently not indexed","INDEXING_STATE_UNSPECIFIED","","CRAWLING_USER_AGENT_UNSPECIFIED","ROBOTS_TXT_STATE_UNSPECIFIED","","N/A","","VERDICT_UNSPECIFIED",""
"https://shivatechdigital.com/services/maintenance-support","NEUTRAL","Discovered - currently not indexed","INDEXING_STATE_UNSPECIFIED","","CRAWLING_USER_AGENT_UNSPECIFIED","ROBOTS_TXT_STATE_UNSPECIFIED","","N/A","","VERDICT_UNSPECIFIED",""
"https://shivatechdigital.com/services/branding-services","NEUTRAL","URL is unknown to Google","INDEXING_STATE_UNSPECIFIED","","","ROBOTS_TXT_STATE_UNSPECIFIED","","N/A","","VERDICT_UNSPECIFIED",""
"https://shivatechdigital.com/services/graphic-design","NEUTRAL","Discovered - currently not indexed","INDEXING_STATE_UNSPECIFIED","","CRAWLING_USER_AGENT_UNSPECIFIED","ROBOTS_TXT_STATE_UNSPECIFIED","","N/A","","VERDICT_UNSPECIFIED",""
"https://shivatechdigital.com/services/video-production","NEUTRAL","URL is unknown to Google","INDEXING_STATE_UNSPECIFIED","","","ROBOTS_TXT_STATE_UNSPECIFIED","","N/A","","VERDICT_UNSPECIFIED",""
"https://shivatechdigital.com/services/web-development-noida","NEUTRAL","Discovered - currently not indexed","INDEXING_STATE_UNSPECIFIED","","CRAWLING_USER_AGENT_UNSPECIFIED","ROBOTS_TXT_STATE_UNSPECIFIED","","N/A","","VERDICT_UNSPECIFIED",""
"https://shivatechdigital.com/services/web-development-delhi","NEUTRAL","Discovered - currently not indexed","INDEXING_STATE_UNSPECIFIED","","CRAWLING_USER_AGENT_UNSPECIFIED","ROBOTS_TXT_STATE_UNSPECIFIED","","N/A","","VERDICT_UNSPECIFIED",""
"https://shivatechdigital.com/services/web-development-gurgaon","NEUTRAL","URL is unknown to Google","INDEXING_STATE_UNSPECIFIED","","","ROBOTS_TXT_STATE_UNSPECIFIED","","N/A","","VERDICT_UNSPECIFIED",""
"https://shivatechdigital.com/services/web-development-ghaziabad","NEUTRAL","Discovered - currently not indexed","INDEXING_STATE_UNSPECIFIED","","CRAWLING_USER_AGENT_UNSPECIFIED","ROBOTS_TXT_STATE_UNSPECIFIED","","N/A","","VERDICT_UNSPECIFIED",""
"https://shivatechdigital.com/services/mobile-app-development-noida","NEUTRAL","Discovered - currently not indexed","INDEXING_STATE_UNSPECIFIED","","CRAWLING_USER_AGENT_UNSPECIFIED","ROBOTS_TXT_STATE_UNSPECIFIED","","N/A","","VERDICT_UNSPECIFIED",""
